Giá,Diện tích,Số phòng ngủ,Số toilet,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
18.0,56.0,5,6,"22/ Đường Cầm Bá Thước, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-07-19,2023-08-03,10721,Quận Phú Nhuận,Đường Cầm Bá Thước,58
15.0,54.0,5,3,"Đường Thành Thái, Phường 12, Quận 10, Hồ Chí Minh",2023-11-07,2023-11-22,15630,Quận 10,Đường Thành Thái,82
75.0,52.0,6,6,"Đường Lý Thái Tổ, Phường 1, Quận 3, Hồ Chí Minh",2023-10-27,2023-11-11,14929,Quận 3,Đường Lý Thái Tổ,30
20.0,40.0,6,4,"Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, Hồ Chí Minh",2023-11-16,2023-12-01,16324,Quận 3,Đường Nguyễn Thị Minh Khai,18
45.0,110.0,6,4,"Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",2023-10-31,2023-11-15,15148,Quận Tân Bình,Đường Hoàng Hoa Thám,54
25.0,80.0,6,3,"Đường Xuân Hồng, Phường 12, Tân Bình, Hồ Chí Minh",2023-11-15,2023-11-30,16197,Quận Tân Bình,Đường Xuân Hồng,30
22.0,80.0,9,5,"Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",2023-11-05,2023-11-20,15427,Quận Tân Phú,Đường Tân Kỳ Tân Quý,39
20.0,70.0,9,5,"Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",2023-11-03,2023-11-18,15311,Quận Tân Phú,Đường Tân Kỳ Tân Quý,30
30.0,115.0,0,0,"129 Đường Nguyễn Cửu Vân, Phường 17, Bình Thạnh, Hồ Chí Minh",2023-07-21,2023-08-05,10914,Quận Bình Thạnh,Đường Nguyễn Cửu Vân,68
27.0,80.0,5,0,"112/4a Đường Phổ Quang, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-06-26,2023-07-11,9286,Quận Phú Nhuận,Đường Phổ Quang,51
26.0,160.0,4,4,"766/10A Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",2023-08-16,2023-08-31,12032,Quận Tân Bình,Đường Cách Mạng Tháng Tám,14
30.0,140.0,2,3,"Đường Cô Giang, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",2023-12-13,2023-12-27,19003,Quận 1,Đường Cô Giang,11
45.0,70.0,4,0,"87 Đường Trần Quốc Toản, Phường 8, Quận 3, Hồ Chí Minh",2023-07-12,2023-07-27,9970,Quận 3,Đường Trần Quốc Toản,57
38.0,110.0,3,3,"Hẻm 42 Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",2023-07-17,2023-08-01,10476,Quận Tân Bình,Đường Nguyễn Minh Hoàng,38
21.0,99.0,4,4,"120/10A Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",2023-10-13,2023-10-28,14107,Quận Bình Thạnh,Đường Bình Lợi,64
32.0,100.0,0,0,"24A Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",2023-06-26,2023-07-11,9301,Quận Tân Bình,Đường Nguyễn Thái Bình,42
33.0,110.0,6,6,"28/32a Đường Nguyễn Minh Hoàng, Phường 12, Tân Bình, Hồ Chí Minh",2023-07-07,2023-07-22,9733,Quận Tân Bình,Đường Nguyễn Minh Hoàng,30
17.0,68.0,3,3,"1025/10A Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",2023-10-13,2023-10-28,14115,Quận Tân Bình,Đường Cách Mạng Tháng Tám,60
16.0,46.0,3,3,"103/11A Đường Trần Huy Liệu, Phường 12, Phú Nhuận, Hồ Chí Minh",2023-09-20,2023-10-05,13099,Quận Phú Nhuận,Đường Trần Huy Liệu,119
13.0,60.0,2,1,"92/21A Đường Phạm Ngọc Thạch, Phường 6, Quận 3, Hồ Chí Minh",2023-10-11,2023-10-26,13782,Quận 3,Đường Phạm Ngọc Thạch,29
20.0,60.0,2,3,"54/3C Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",2023-10-05,2023-10-20,13534,Quận Tân Bình,Đường Nguyễn Thái Bình,67
8.0,52.0,2,2,"Đường Lý Chính Thắng, Phường 7, Quận 3, Hồ Chí Minh",2023-11-06,2023-11-21,15477,Quận 3,Đường Lý Chính Thắng,37
24.0,90.0,4,4,"31/5d Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh",2023-08-31,2023-09-15,11833,Quận Tân Bình,Đường Út Tịch,51
17.0,63.0,0,0,"Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",2023-10-12,2023-10-27,13923,Quận Bình Thạnh,Đường Chu Văn An,40
26.0,95.0,2,3,"305/6A Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",2023-08-30,2023-09-14,11245,Quận Tân Bình,Đường Lê Văn Sỹ,41
9.0,39.0,1,1,"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",2023-10-31,2023-11-15,15120,Quận 10,Đường Cách Mạng Tháng Tám,26
9.0,30.0,2,2,"Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh",2023-11-06,2023-11-21,15475,Quận Tân Bình,Đường Nguyễn Hồng Đào,38
9.0,35.0,2,1,"Đường Nơ Trang Long, Phường 12, Bình Thạnh, Hồ Chí Minh",2023-11-08,2023-11-23,15646,Quận Bình Thạnh,Đường Nơ Trang Long,38
18.0,64.0,2,2,"15/4D Đường Phạm Văn Hai, Phường 1, Tân Bình, Hồ Chí Minh",2023-09-19,2023-10-04,13082,Quận Tân Bình,Đường Phạm Văn Hai,101
9.0,21.0,2,2,"Đường Hòa Hưng, Phường 12, Quận 10, Hồ Chí Minh",2023-11-16,2023-12-01,16310,Quận 10,Đường Hòa Hưng,26
16.0,68.0,3,4,"Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",2023-12-16,2023-12-30,19577,Quận 5,Đường Nguyễn Biểu,16
10.5,50.0,2,2,"35B Đường Duy Tân, Phường 15, Phú Nhuận, Hồ Chí Minh",2023-09-30,2023-10-15,13370,Quận Phú Nhuận,Đường Duy Tân,87
45.0,162.0,5,6,"Đường 62, Phường Thảo Điền, Quận 2, Hồ Chí Minh",2023-11-11,2023-11-26,15873,Quận 2,Đường 62,22
12.0,89.0,2,2,"Đường Phạm Viết Chánh, Phường 19, Bình Thạnh, Hồ Chí Minh",2023-12-07,2023-12-21,18041,Quận Bình Thạnh,Đường Phạm Viết Chánh,24
25.0,100.0,5,6,"26Bis Đường Nguyễn Văn Vĩnh, Phường 4, Tân Bình, Hồ Chí Minh",2023-08-04,2023-08-19,11401,Quận Tân Bình,Đường Nguyễn Văn Vĩnh,52
26.0,90.0,0,0,"333/ Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",2023-07-18,2023-08-02,10651,Quận Tân Bình,Đường Lê Văn Sỹ,43
17.0,81.0,3,3,"Hẻm 45 Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",2023-10-13,2023-10-28,14083,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,61
50.0,112.0,0,0,"Đường Điện Biên Phủ, Phường 7, Quận 3, Hồ Chí Minh",2023-10-11,2023-10-26,13813,Quận 3,Đường Điện Biên Phủ,37
17.0,78.0,2,3,"101C Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",2023-10-05,2023-10-20,13536,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,80
120.0,257.0,4,2,"Đường Mai Thị Lựu, Phường Đa Kao, Quận 1, Hồ Chí Minh",2023-09-30,2023-10-15,13366,Quận 1,Đường Mai Thị Lựu,72
27.0,100.0,5,5,"108/10A Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2023-07-31,2023-08-15,11210,Quận Tân Bình,Đường Cộng Hòa,19
65.0,504.0,0,0,"480/6A Đường Nguyễn Tri Phương, Phường 9, Quận 10, Hồ Chí Minh",2023-06-08,2023-06-23,7625,Quận 10,Đường Nguyễn Tri Phương,68
50.0,125.0,2,3,"290/39 Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",2023-09-04,2023-09-19,3701,Quận 3,Đường Nam Kỳ Khởi Nghĩa,97
40.0,108.0,5,6,"322 Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-07-03,2023-07-18,9648,Quận Phú Nhuận,Đường Phan Xích Long,32
70.0,90.0,0,0,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",2023-11-16,2023-12-01,16282,Quận 10,Đường 3/2,44
32.0,100.0,5,4,"24A Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",2023-09-18,2023-10-03,13064,Quận Tân Bình,Đường Nguyễn Thái Bình,49
70.0,90.0,5,5,"37a Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",2023-06-12,2023-06-27,7979,Quận 10,Đường 3/2,31
30.0,100.0,4,3,"Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",2023-04-14,2023-04-29,5545,Quận Tân Bình,Đường Cách Mạng Tháng Tám,42
35.0,120.0,5,5,"68b Đường Cư xá Nguyễn Văn Trỗi, Phường 17, Phú Nhuận, Hồ Chí Minh",2023-08-19,2023-09-03,12200,Quận Phú Nhuận,Đường Cư xá Nguyễn Văn Trỗi,67
35.0,150.0,5,4,"7H1 Đường Phan Đăng Lưu, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-07-19,2023-08-03,10726,Quận Bình Thạnh,Đường Phan Đăng Lưu,105
12.0,40.0,2,2,"Đường Kinh Dương Vương, Phường 12, Quận 6, Hồ Chí Minh",2023-07-07,2023-07-22,9735,Quận 6,Đường Kinh Dương Vương,66
15.0,88.0,0,0,"Đường Cư Xá Phú Lâm A, Phường 12, Quận 6, Hồ Chí Minh",2023-08-04,2023-08-19,11371,Quận 6,Đường Cư Xá Phú Lâm A,73
30.0,90.0,4,3,"Đường Cửu Long, Phường 15, Quận 10, Hồ Chí Minh",2023-07-27,2023-08-11,11100,Quận 10,Đường Cửu Long,43
40.0,216.0,1,2,"F2A Đường Trường Sơn, Phường 15, Quận 10, Hồ Chí Minh",2023-05-09,2023-05-24,5854,Quận 10,Đường Trường Sơn,74
30.0,200.0,4,4,"Đường Cửu Long, Phường 15, Quận 10, Hồ Chí Minh",2023-12-13,2023-12-27,19006,Quận 10,Đường Cửu Long,11
14.0,52.0,0,0,"Đường Bình Phú, Phường 13, Quận 6, Hồ Chí Minh",2023-07-07,2023-07-22,9742,Quận 6,Đường Bình Phú,60
15.0,52.0,0,0,"Đường Bình Phú, Phường 13, Quận 6, Hồ Chí Minh",2023-07-21,2023-08-05,10887,Quận 6,Đường Bình Phú,79
20.0,180.0,4,3,"Đường Số 2 Cư Xá Lữ Gia, Phường 15, Quận 11, Hồ Chí Minh",2023-12-08,2023-12-22,18119,Quận 11,Đường Số 2 Cư Xá Lữ Gia,12
35.0,72.0,8,6,"D18 Đường Miếu Nổi, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-05-06,2023-05-21,6209,Quận Bình Thạnh,Đường Miếu Nổi,63
8.0,90.0,0,0,"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",2023-06-23,2023-07-08,9013,Quận 12,Đường Lê Thị Riêng,62
35.0,81.0,6,4,"D4 Đường 11, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-02-02,2023-02-17,2900,Quận Bình Thạnh,Đường 11,84
35.0,122.0,5,4,"284/2B Đường Nguyễn Trọng Tuyển, Phường 10, Phú Nhuận, Hồ Chí Minh",2023-08-24,2023-09-08,11514,Quận Phú Nhuận,Đường Nguyễn Trọng Tuyển,39
15.0,40.0,4,3,"Đường Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh",2023-11-01,2023-11-16,15203,Quận Gò Vấp,Đường Quang Trung,22
60.0,175.0,8,7,"Đường Đặng Dung, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-07-28,2023-08-12,11112,Quận 1,Đường Đặng Dung,58
30.0,200.0,4,3,"Đường Đặng Dung, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-12-09,2023-12-23,18429,Quận 1,Đường Đặng Dung,10
12.5,80.0,3,0,"Đường Đặng Dung, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-05-24,2023-06-08,6835,Quận 1,Đường Đặng Dung,35
33.0,108.0,0,0,"368A Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",2023-07-10,2023-07-25,9908,Quận 3,Đường Lê Văn Sỹ,30
40.0,288.0,4,0,"378f Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-09-14,2023-09-29,12990,Quận Phú Nhuận,Đường Nguyễn Trọng Tuyển,20
35.0,192.0,7,4,"Đường Đặng Văn Ngữ, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-12-12,2023-12-26,18759,Quận Phú Nhuận,Đường Đặng Văn Ngữ,10
20.0,180.0,4,2,"Đường Đặng Văn Ngữ, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-12-09,2023-12-23,18430,Quận Phú Nhuận,Đường Đặng Văn Ngữ,10
15.0,230.0,3,3,"Đường Ấp Bắc, Phường 13, Tân Bình, Hồ Chí Minh",2023-07-18,2023-08-02,10573,Quận Tân Bình,Đường Ấp Bắc,77
19.0,75.0,4,3,"128A Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",2023-05-12,2023-05-27,6469,Quận Tân Bình,Đường Bành Văn Trân,61
18.0,100.0,2,2,"Đường Hồ Văn Huê, Phường 9, Phú Nhuận, Hồ Chí Minh",2023-08-29,2023-09-13,12685,Quận Phú Nhuận,Đường Hồ Văn Huê,50
22.0,78.0,4,4,"91/3A Đường Trần Quốc Hoàn, Phường 4, Tân Bình, Hồ Chí Minh",2023-05-31,2023-06-15,7151,Quận Tân Bình,Đường Trần Quốc Hoàn,93
27.0,80.0,6,4,"544/40A Đường Lý Thường Kiệt, Phường 7, Tân Bình, Hồ Chí Minh",2023-05-11,2023-05-26,6353,Quận Tân Bình,Đường Lý Thường Kiệt,58
17.0,64.0,4,4,"76A Đường Phan Tây Hồ, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-04-13,2023-04-28,5522,Quận Phú Nhuận,Đường Phan Tây Hồ,56
25.0,80.0,2,3,"34E Đường Phùng Văn Cung, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-05-11,2023-05-26,6362,Quận Phú Nhuận,Đường Phùng Văn Cung,25
12.0,160.0,3,4,"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",2023-12-17,2023-12-31,19650,Quận Tân Phú,Đường Tân Kỳ Tân Quý,23
21.0,145.0,4,5,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",2023-12-14,2023-12-28,19136,Quận Tân Phú,Đường Tân Sơn Nhì,15
15.0,60.0,2,0,"Đường Trương Quyền, Phường 7, Quận 3, Hồ Chí Minh",2023-10-11,2023-10-26,13738,Quận 3,Đường Trương Quyền,33
25.0,67.0,0,0,"489a/1 Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-03-28,2023-04-12,5009,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,59
25.0,70.0,2,3,"Đường Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Hồ Chí Minh",2023-12-10,2023-12-24,18499,Quận 1,Đường Mạc Đĩnh Chi,14
45.0,163.0,0,0,"Đường Ngô Quyền, Phường 6, Quận 5, Hồ Chí Minh",2023-12-14,2023-12-28,19182,Quận 5,Đường Ngô Quyền,11
17.5,63.0,0,0,"257/9A Đường Phan Xích Long, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-07-17,2023-08-01,10393,Quận Phú Nhuận,Đường Phan Xích Long,42
27.0,95.0,0,0,"330/15B Đường Phan Đình Phùng, Phường 1, Phú Nhuận, Hồ Chí Minh",2023-07-21,2023-08-05,10864,Quận Phú Nhuận,Đường Phan Đình Phùng,39
18.0,77.0,3,3,"9/9B Đường Phạm Văn Hai, Phường 1, Tân Bình, Hồ Chí Minh",2023-03-02,2023-03-17,3846,Quận Tân Bình,Đường Phạm Văn Hai,26
15.0,80.0,3,3,"184/4C Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",2023-03-24,2023-04-08,4871,Quận Phú Nhuận,Đường Lê Văn Sỹ,62
14.0,75.0,0,2,"Đường Phan Văn Trị, Phường 11, Gò Vấp, Hồ Chí Minh",2023-10-16,2023-10-31,14137,Quận Gò Vấp,Đường Phan Văn Trị,35
26.0,84.0,4,4,"Đường Trần Huy Liệu, Phường 12, Phú Nhuận, Hồ Chí Minh",2023-03-03,2023-03-18,3861,Quận Phú Nhuận,Đường Trần Huy Liệu,45
33.0,90.0,6,4,"243/36a Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",2023-06-09,2023-06-24,7755,Quận 10,Đường Tô Hiến Thành,29
22.0,99.0,4,5,"280E Đường Bùi Hữu Nghĩa, Phường 2, Bình Thạnh, Hồ Chí Minh",2023-05-04,2023-05-19,4866,Quận Bình Thạnh,Đường Bùi Hữu Nghĩa,117
25.0,108.0,0,0,"29d Đường Lam Sơn, Phường 2, Tân Bình, Hồ Chí Minh",2023-04-22,2023-05-07,5858,Quận Tân Bình,Đường Lam Sơn,32
35.0,80.0,2,3,"Đường Nguyễn Thiện Thuật, Phường 1, Quận 3, Hồ Chí Minh",2023-05-11,2023-05-26,6380,Quận 3,Đường Nguyễn Thiện Thuật,48
25.0,81.0,5,4,"31/8A Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",2023-04-25,2023-05-10,5377,Quận Tân Bình,Đường Hoàng Việt,41
29.0,102.0,0,0,"339/4B Đường Lê Văn Sỹ, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-08-23,2023-09-07,12432,Quận Phú Nhuận,Đường Lê Văn Sỹ,34
25.0,90.0,4,3,"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",2023-04-18,2023-05-03,5684,Quận 10,Đường Thành Thái,39
35.0,80.0,3,4,"Đường Hoa Phượng, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-05-06,2023-05-21,6218,Quận Phú Nhuận,Đường Hoa Phượng,55
25.0,200.0,0,0,"Đường Nguyễn Tri Phương, Phường 9, Quận 10, Hồ Chí Minh",2023-08-16,2023-08-31,11944,Quận 10,Đường Nguyễn Tri Phương,60
28.0,127.0,4,3,"7E Đường Trần Quang Diệu, Phường 14, Phú Nhuận, Hồ Chí Minh",2023-08-31,2023-09-15,11673,Quận Phú Nhuận,Đường Trần Quang Diệu,57
40.0,93.0,4,5,"9B Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-04-13,2023-04-28,5507,Quận Bình Thạnh,Đường Lê Quang Định,63
20.0,63.0,3,3,"32/12C Đường Phùng Văn Cung, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-05-25,2023-06-09,6977,Quận Phú Nhuận,Đường Phùng Văn Cung,43
34.0,76.0,5,6,"Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",2023-11-16,2023-12-01,16277,Quận Phú Nhuận,Đường Lê Văn Sỹ,33
30.0,100.0,3,4,"82 Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-08-10,2023-08-25,11694,Quận Phú Nhuận,Đường Hoa Lan,58
27.0,82.0,5,4,"22b Đường Yên Thế, Phường 4, Tân Bình, Hồ Chí Minh",2023-09-04,2023-09-19,10464,Quận Tân Bình,Đường Yên Thế,56
28.0,90.0,0,0,"134/8a Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",2023-06-28,2023-07-13,9415,Quận 10,Đường Thành Thái,92
23.0,60.0,2,1,"54bis Đường Nguyễn Phi Khanh, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-05-08,2023-05-23,6253,Quận 1,Đường Nguyễn Phi Khanh,60
25.0,72.0,2,3,"343/8A Đường Tô Hiến Thành, Phường 12, Quận 10, Hồ Chí Minh",2023-03-02,2023-03-17,3854,Quận 10,Đường Tô Hiến Thành,33
28.0,220.0,0,0,"Đường Phan Xích Long, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-12-08,2023-12-22,18141,Quận Phú Nhuận,Đường Phan Xích Long,14
18.0,160.0,3,4,"Đường Cô Giang, Phường 1, Phú Nhuận, Hồ Chí Minh",2023-12-08,2023-12-22,18134,Quận Phú Nhuận,Đường Cô Giang,13
20.0,150.0,4,3,"Đường Huỳnh Văn Bánh, Phường 12, Phú Nhuận, Hồ Chí Minh",2023-12-13,2023-12-27,18924,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,5
22.0,30.0,6,4,"2B Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",2023-04-28,2023-05-13,5180,Quận 1,Đường Nguyễn Đình Chiểu,99
35.0,450.0,0,0,"Đường Lý Thường Kiệt, Phường 12, Quận 10, Hồ Chí Minh",2023-07-21,2023-08-05,10921,Quận 10,Đường Lý Thường Kiệt,84
15.0,80.0,3,3,"Đường Ngô Quyền, Phường 6, Quận 10, Hồ Chí Minh",2023-12-10,2023-12-24,18506,Quận 10,Đường Ngô Quyền,23
15.0,77.0,3,3,"80/12 Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",2023-07-04,2023-07-19,9677,Quận Gò Vấp,Đường Dương Quảng Hàm,85
30.0,72.0,4,4,"270/16 Đường Phan Đình Phùng, Phường 1, Phú Nhuận, Hồ Chí Minh",2023-08-12,2023-08-27,11811,Quận Phú Nhuận,Đường Phan Đình Phùng,33
15.0,72.0,4,3,"Hẻm 307 Đường Bàu Cát 2, Phường 12, Tân Bình, Hồ Chí Minh",2023-10-13,2023-10-28,14077,Quận Tân Bình,Đường Bàu Cát 2,74
48.0,85.0,4,5,"193/22bis Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",2023-08-14,2023-08-29,11804,Quận 3,Đường Nam Kỳ Khởi Nghĩa,32
25.0,60.0,4,5,"Hẻm 109 Đường Nguyễn Thiện Thuật, Phường 3, Quận 3, Hồ Chí Minh",2023-07-08,2023-07-23,9878,Quận 3,Đường Nguyễn Thiện Thuật,56
24.0,100.0,3,4,"150/3c Đường Đặng Văn Ngữ, Phường 14, Phú Nhuận, Hồ Chí Minh",2023-07-19,2023-08-03,10723,Quận Phú Nhuận,Đường Đặng Văn Ngữ,57
18.0,68.0,3,2,"366/5A Đường Lê Quang Định, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-09-01,2023-09-16,9640,Quận Bình Thạnh,Đường Lê Quang Định,118
19.0,68.0,4,3,"443/11a Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",2023-05-03,2023-05-18,6165,Quận 3,Đường Lê Văn Sỹ,80
16.0,72.0,3,4,"347/8C Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh",2023-04-13,2023-04-28,4938,Quận Bình Thạnh,Đường Chu Văn An,65
30.0,60.0,6,5,"96A Đường Bàu Cát 3, Phường 14, Tân Bình, Hồ Chí Minh",2023-05-08,2023-05-23,6257,Quận Tân Bình,Đường Bàu Cát 3,69
24.0,48.0,5,4,"Đường Cao Đạt, Phường 1, Quận 5, Hồ Chí Minh",2023-07-21,2023-08-05,10811,Quận 5,Đường Cao Đạt,70
33.0,88.0,6,4,"483/8A Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",2023-04-15,2023-04-30,4958,Quận 3,Đường Lê Văn Sỹ,56
22.0,80.0,6,4,"90E Đường Yên Thế, Phường 2, Tân Bình, Hồ Chí Minh",2023-04-11,2023-04-26,5393,Quận Tân Bình,Đường Yên Thế,41
30.0,160.0,3,4,"3E Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",2023-02-06,2023-02-21,3044,Quận Tân Bình,Đường Phổ Quang,33
19.0,75.0,4,5,"37/3C Đường Vạn Kiếp, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-04-13,2023-04-28,4899,Quận Bình Thạnh,Đường Vạn Kiếp,125
9.0,80.0,2,2,"Đường Ba Đình, Phường 10, Quận 8, Hồ Chí Minh",2023-06-16,2023-07-01,8516,Quận 8,Đường Ba Đình,79
25.0,230.0,5,6,"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",2023-12-10,2023-12-24,18475,Quận Tân Phú,Đường Nguyễn Cửu Đàm,18
19.0,77.0,2,2,"39B Đường Nhất Chi Mai, Phường 13, Tân Bình, Hồ Chí Minh",2023-04-21,2023-05-06,5210,Quận Tân Bình,Đường Nhất Chi Mai,58
30.0,90.0,4,3,"Đường Hoa Hồng, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-05-26,2023-06-10,7032,Quận Phú Nhuận,Đường Hoa Hồng,61
35.0,90.0,0,0,"Đường Phan Xích Long, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-05-13,2023-05-28,6495,Quận Bình Thạnh,Đường Phan Xích Long,53
45.0,128.0,5,4,"Đường Vũ Huy Tấn, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-05-13,2023-05-28,6519,Quận Bình Thạnh,Đường Vũ Huy Tấn,46
30.0,90.0,5,4,"Đường Vũ Huy Tấn, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-06-22,2023-07-07,8959,Quận Bình Thạnh,Đường Vũ Huy Tấn,61
